,index_seg,art,outdoors and recreation,retail shop,professional service,food,nightlife spot,residence,schools&university,cycling facilities,transportation,total
15780,20462,0,0,0,0,0,0,0,2,1,0,3
15781,20463,1,2,1,2,3,1,0,0,1,6,17
15782,20464,0,1,0,0,1,0,0,0,0,0,2
15783,20465,0,0,1,2,1,1,0,0,0,1,6
15784,20466,1,0,3,1,2,0,1,0,0,1,9
15785,20467,0,1,1,2,0,0,0,0,1,0,5
15786,20468,0,3,4,0,7,0,2,0,0,1,17
15787,20469,0,0,0,0,3,0,3,0,0,0,6
15788,20470,1,0,2,1,2,1,0,0,0,4,11
15789,20471,0,1,0,1,0,1,1,1,0,1,6
15790,20472,0,0,1,2,0,0,0,0,0,5,8
15791,20473,0,0,6,6,1,2,0,0,0,15,30
15792,20474,1,2,4,0,1,0,0,0,0,5,13
15793,20475,0,0,2,0,3,0,1,0,0,1,7
15794,20476,0,0,0,0,0,0,2,0,0,0,2
15795,20477,0,0,0,0,0,0,0,0,0,1,1
15796,20478,0,0,0,0,1,0,0,0,4,4,9
15797,20479,0,0,0,0,1,0,0,0,4,4,9
15798,20480,0,0,1,0,3,0,0,2,10,12,28
15799,20481,0,2,0,0,0,1,0,1,9,10,23
15800,20482,0,0,0,0,0,0,0,1,5,7,13
15801,20483,0,0,0,0,2,0,0,0,0,5,7
15802,20484,0,0,0,0,3,0,0,0,0,5,8
15803,20485,0,1,0,0,2,1,0,0,4,7,15
15804,20486,0,0,1,0,2,0,0,0,0,6,9
15805,20487,0,0,0,0,0,0,0,0,0,1,1
15806,20488,0,4,1,0,1,0,0,0,0,13,19
15807,20489,0,4,1,0,1,0,0,0,0,10,16
15808,20490,0,0,0,0,1,0,0,0,0,2,3
15809,20491,0,0,0,0,0,0,0,0,4,0,4
15810,20492,0,0,4,0,0,0,0,0,2,5,11
15811,20493,0,1,0,0,0,0,2,0,0,0,3
15812,20494,0,0,0,0,0,0,2,0,2,1,5
15813,20495,0,0,0,0,0,0,1,0,2,1,4
15814,20496,0,1,0,0,0,0,0,0,1,3,5
15815,20497,0,1,0,0,0,0,4,0,2,2,9
15816,20498,0,0,0,0,0,0,0,0,1,1,2
15817,20499,0,0,0,0,0,0,0,0,1,1,2
15818,20500,2,4,1,1,0,0,0,0,4,7,19
15819,20501,0,10,2,0,0,0,0,0,0,22,34
15820,20502,0,0,0,0,1,0,0,0,1,0,2
15821,20503,0,1,0,0,1,0,0,0,0,0,2
15822,20504,0,0,2,1,1,1,0,0,2,0,7
15823,20505,0,0,0,0,2,1,0,1,1,0,5
15824,20506,0,1,3,0,2,0,0,3,13,11,33
15825,20507,0,0,1,0,0,0,1,2,8,2,14
15826,20508,1,1,5,0,1,0,1,1,7,6,23
15827,20509,0,1,1,0,0,0,1,1,1,0,5
15828,20510,0,0,0,0,0,0,0,0,0,1,1
15829,20511,0,0,0,0,0,0,0,0,1,2,3
15830,20512,0,0,0,0,0,0,0,0,0,1,1
15831,20513,0,0,0,0,0,0,1,0,4,4,9
15832,20514,0,1,0,0,0,0,0,0,2,2,5
15833,20515,0,0,0,0,0,0,0,0,2,2,4
15834,20516,0,2,0,0,0,0,0,0,1,0,3
15835,20517,0,8,0,0,0,1,0,0,1,12,22
15836,20518,0,0,0,0,0,1,0,0,0,4,5
15837,20519,1,4,0,0,0,1,0,1,0,10,17
15838,20521,0,0,0,0,0,0,0,0,0,1,1
15839,20522,0,0,0,0,0,1,0,0,0,0,1
15840,20523,0,2,0,1,0,1,0,0,0,1,5
15841,20524,0,0,1,0,1,0,0,0,0,3,5
15842,20525,0,0,0,0,0,0,0,1,0,0,1
15843,20526,0,0,0,0,0,1,0,0,0,0,1
15844,20527,0,0,0,0,0,0,0,0,0,1,1
15845,20528,0,1,0,0,0,0,0,0,0,1,2
15846,20529,0,0,1,0,6,0,0,0,2,2,11
15847,20530,0,0,0,1,4,0,0,0,1,1,7
15848,20531,0,0,0,0,2,0,0,0,1,1,4
15849,20532,0,0,0,0,0,0,0,0,1,1,2
15850,20533,1,3,0,0,0,0,0,0,1,1,6
15851,20534,0,1,0,0,2,0,0,0,2,3,8
15852,20535,0,0,0,0,0,0,0,0,1,2,3
15853,20536,0,0,0,0,1,1,0,0,0,0,2
15854,20537,0,1,1,1,5,0,0,0,1,1,10
15855,20538,0,0,0,0,0,0,0,0,1,0,1
15856,20539,0,1,0,0,0,1,0,0,1,0,3
15857,20540,0,0,0,0,1,0,0,0,0,0,1
15858,20542,0,1,0,0,0,0,0,0,0,0,1
15859,20543,0,1,0,0,0,0,0,0,0,1,2
15860,20545,0,0,0,0,0,1,0,0,0,1,2
15861,20546,0,1,0,0,0,2,0,0,0,2,5
15862,20547,1,0,0,0,0,0,0,1,0,3,5
15863,20549,1,2,6,1,1,1,0,0,0,3,15
15864,20550,0,1,2,0,2,0,0,0,0,2,7
15865,20551,1,1,0,0,0,0,0,1,0,0,3
15866,20552,0,3,0,1,0,0,0,1,0,4,9
15867,20553,0,1,0,1,0,0,0,0,0,4,6
15868,20554,0,0,0,0,1,0,0,0,0,1,2
15869,20557,0,1,0,0,0,0,0,0,0,0,1
15870,20558,0,0,0,0,0,0,0,0,1,3,4
15871,20559,0,3,0,0,0,0,0,0,1,6,10
15872,20560,0,1,0,0,0,0,0,0,0,0,1
15873,20561,0,0,0,0,0,0,1,0,0,1,2
15874,20563,0,0,0,0,0,0,0,0,0,3,3
15875,20564,0,0,0,0,0,0,0,1,1,3,5
15876,20565,0,1,0,0,0,0,0,0,1,3,5
15877,20566,0,0,1,0,3,0,0,1,0,3,8
15878,20567,0,0,1,0,1,0,0,0,0,3,5
15879,20568,0,0,1,0,0,0,0,0,0,0,1
15880,20570,0,0,2,0,0,0,0,0,0,0,2
15881,20571,0,0,3,0,0,0,0,0,0,0,3
15882,20572,0,0,2,0,1,0,0,0,0,0,3
15883,20574,0,0,1,0,0,0,0,0,0,0,1
15884,20575,0,0,1,0,0,0,0,0,0,0,1
15885,20576,0,0,1,0,0,0,0,0,0,0,1
15886,20577,1,0,0,0,0,0,0,0,0,0,1
15887,20578,0,1,0,0,0,0,0,0,0,0,1
15888,20579,0,1,0,0,0,0,0,1,0,0,2
15889,20580,0,0,1,0,0,0,0,0,2,5,8
15890,20581,0,0,2,0,0,0,0,0,1,2,5
15891,20585,0,0,0,0,0,0,0,0,0,0,0
15892,20586,0,0,0,1,0,0,0,0,0,0,1
15893,20587,0,0,0,0,0,0,0,0,0,0,0
15894,20589,0,0,0,0,0,0,0,0,0,0,0
15895,20591,0,0,0,1,0,0,0,0,0,0,1
15896,20592,0,0,0,1,0,0,0,0,0,0,1
15897,20593,0,0,0,1,0,0,0,0,0,0,1
15898,20594,0,0,0,1,0,0,0,0,0,0,1
15899,20598,0,1,0,0,0,0,0,0,0,0,1
15900,20599,0,1,0,1,0,0,0,0,0,0,2
15901,20600,0,1,0,0,0,0,0,0,0,0,1
15902,20601,0,2,1,0,1,0,0,0,3,2,9
15903,20603,0,0,0,1,0,0,0,0,0,2,3
15904,20604,0,0,1,0,0,0,0,0,0,0,1
15905,20605,0,1,1,0,0,0,0,0,0,0,2
15906,20606,1,1,0,0,0,1,0,0,0,2,5
15907,20608,0,0,0,0,0,0,0,0,0,1,1
15908,20610,0,0,1,0,0,0,0,0,0,0,1
15909,20611,0,0,0,0,0,0,0,0,0,2,2
15910,20612,0,0,0,0,0,0,0,1,0,1,2
15911,20613,0,1,0,0,0,0,0,1,0,1,3
15912,20614,0,1,0,0,0,0,0,1,0,0,2
15913,20615,0,1,0,0,0,0,0,0,0,1,2
15914,20616,2,1,2,0,0,0,0,0,0,0,5
15915,20617,1,1,2,0,0,0,0,0,0,0,4
15916,20618,0,1,2,0,0,0,0,0,0,0,3
15917,20619,1,2,3,0,0,0,0,0,0,0,6
15918,20620,0,1,1,1,3,1,0,0,0,0,7
15919,20621,0,1,1,1,3,4,0,0,0,0,10
15920,20622,0,0,0,1,3,2,0,0,0,0,6
15921,20623,0,0,0,0,0,1,0,0,0,0,1
15922,20624,0,1,0,0,0,1,0,0,0,0,2
15923,20625,0,2,1,0,0,2,0,0,0,0,5
15924,20626,0,1,0,0,0,2,0,0,0,0,3
15925,20627,0,1,1,1,0,0,0,0,0,0,3
15926,20628,0,0,1,0,0,0,0,0,0,0,1
15927,20629,0,1,0,0,0,0,0,0,0,3,4
15928,20630,0,1,0,1,0,0,1,0,0,4,7
15929,20631,2,2,2,4,1,0,0,1,0,5,17
15930,20632,1,1,1,2,1,0,0,1,0,5,12
15931,20633,1,1,1,5,1,0,0,0,0,4,13
15932,20634,1,1,2,6,1,1,0,0,0,4,16
15933,20636,0,0,0,0,0,1,0,0,0,2,3
15934,20637,0,0,0,0,0,0,0,0,0,1,1
15935,20638,0,1,1,0,1,1,0,0,0,1,5
15936,20639,0,0,1,0,0,0,0,0,0,1,2
15937,20640,1,0,0,0,0,1,0,0,0,1,3
15938,20641,1,0,1,0,0,1,0,0,0,0,3
15939,20642,0,0,0,0,0,0,0,0,0,1,1
15940,20643,1,0,0,0,0,1,0,0,0,0,2
15941,20644,0,1,0,1,0,0,1,0,0,2,5
15942,20645,0,0,0,0,0,0,0,0,0,1,1
15943,20646,2,0,1,0,0,0,1,0,0,1,5
15944,20647,0,0,1,0,0,0,1,0,0,1,3
15945,20648,0,0,0,0,0,0,0,0,0,1,1
15946,20649,0,0,1,0,0,0,1,0,0,0,2
15947,20652,0,2,0,0,0,0,0,0,0,1,3
15948,20654,1,0,1,1,0,1,0,0,0,3,7
15949,20656,0,2,0,1,0,0,0,0,0,0,3
15950,20657,0,2,0,0,0,0,0,0,0,0,2
15951,20658,0,0,0,0,1,0,0,0,0,0,1
15952,20659,0,0,0,0,0,0,1,0,0,0,1
15953,20663,0,1,0,0,0,0,0,0,0,0,1
15954,20664,0,1,0,1,0,0,0,0,0,0,2
15955,20670,0,1,0,0,0,0,0,0,0,0,1
15956,20671,0,0,0,1,0,0,0,0,0,0,1
15957,20672,0,0,0,1,0,0,0,0,0,0,1
15958,20673,0,1,0,0,0,0,0,0,0,0,1
15959,20674,0,1,0,0,0,0,0,0,0,0,1
15960,20675,0,0,1,0,0,0,0,0,0,0,1
15961,20680,0,0,0,0,0,0,0,0,0,2,2
15962,20681,0,0,0,0,0,0,0,0,0,3,3
15963,20682,0,1,2,4,1,0,1,0,0,2,11
15964,20683,0,2,0,1,1,0,1,0,0,2,7
15965,20684,0,1,1,1,1,0,1,0,0,2,7
15966,20685,0,0,0,0,0,0,0,0,0,2,2
15967,20686,0,0,0,0,0,0,0,1,0,0,1
15968,20689,0,0,0,0,0,0,0,0,0,2,2
15969,20690,0,0,0,1,0,0,0,0,0,2,3
15970,20691,0,0,0,1,0,0,0,0,0,2,3
15971,20692,0,0,1,0,1,0,0,0,0,2,4
15972,20693,0,0,0,1,0,0,0,0,0,3,4
15973,20694,0,0,0,1,0,0,0,0,0,2,3
15974,20695,1,0,2,0,2,1,0,0,0,0,6
15975,20696,1,0,2,0,2,1,0,0,0,0,6
15976,20698,0,1,0,0,0,0,0,2,0,2,5
15977,20699,0,1,0,0,0,0,0,1,0,2,4
15978,20700,0,1,0,0,0,0,0,1,0,3,5
15979,20701,0,0,0,0,0,0,0,0,0,2,2
15980,20702,0,1,0,0,0,0,0,0,0,2,3
15981,20703,0,1,0,0,0,0,0,1,0,2,4
15982,20704,0,1,0,0,0,0,0,0,0,2,3
15983,20705,0,1,1,0,0,0,0,0,0,1,3
15984,20706,0,1,0,0,0,0,1,0,0,3,5
15985,20708,0,0,0,0,0,0,1,0,0,0,1
15986,20709,0,0,0,0,0,0,1,0,0,0,1
15987,20710,0,0,1,0,0,0,1,0,0,0,2
15988,20711,0,1,0,0,1,0,0,0,0,1,3
15989,20712,0,0,0,0,0,0,1,0,0,0,1
15990,20713,1,0,0,0,0,0,0,0,0,0,1
15991,20714,1,1,0,0,0,1,0,0,0,0,3
15992,20715,0,0,1,0,0,1,1,0,0,0,3
15993,20716,1,0,0,0,0,1,0,0,0,0,2
15994,20717,0,0,0,1,0,1,0,0,0,1,3
15995,20718,1,1,0,0,0,2,0,0,0,0,4
15996,20719,1,1,0,0,1,1,0,0,0,2,6
15997,20720,0,0,0,0,0,0,0,0,0,2,2
15998,20721,0,0,0,0,0,0,0,0,0,2,2
15999,20722,0,0,0,0,0,0,0,0,0,2,2
16000,20723,0,0,0,0,0,0,0,0,0,2,2
16001,20724,0,1,1,0,0,0,0,0,0,1,3
16002,20725,0,1,0,0,0,0,0,0,0,0,1
16003,20726,1,0,1,2,2,0,1,0,0,4,11
16004,20727,0,0,1,1,1,0,1,0,0,4,8
16005,20728,0,0,1,2,0,1,1,0,0,4,9
16006,20729,0,0,0,1,0,1,0,0,0,1,3
16007,20731,1,3,0,0,0,0,0,0,0,1,5
16008,20732,0,3,2,0,1,0,0,0,0,1,7
16009,20733,1,3,2,0,0,1,1,0,0,2,10
16010,20734,1,2,0,0,0,2,1,0,0,0,6
16011,20735,0,0,0,0,0,1,0,0,0,1,2
16012,20736,0,0,0,0,0,0,0,0,2,1,3
16013,20737,0,0,0,2,0,0,0,0,1,0,3
16014,20738,0,0,0,1,0,0,0,0,1,0,2
16015,20739,0,1,1,0,0,0,0,1,1,0,4
16016,20740,0,0,0,3,0,0,1,0,2,1,7
16017,20741,0,0,0,2,0,1,0,0,3,1,7
16018,20742,0,0,0,1,0,0,0,0,0,0,1
16019,20743,0,0,0,0,0,0,0,0,1,0,1
16020,20744,0,1,0,0,0,0,0,0,3,2,6
16021,20745,0,0,0,0,1,1,0,0,1,0,3
16022,20746,0,0,0,0,1,2,0,0,1,0,4
16023,20747,0,0,0,0,1,0,0,0,1,1,3
16024,20748,0,0,0,0,1,0,0,0,1,1,3
16025,20749,0,0,0,0,1,1,0,0,1,0,3
16026,20750,0,0,0,0,0,0,0,0,1,0,1
16027,20751,1,0,0,0,0,2,0,0,1,0,4
16028,20752,0,0,0,0,0,0,0,0,1,0,1
16029,20753,0,0,0,0,0,1,0,0,1,0,2
16030,20754,0,0,2,0,0,0,0,0,1,1,4
16031,20755,0,0,2,0,0,0,0,0,1,1,4
16032,20756,0,0,3,2,1,0,0,0,2,2,10
16033,20757,0,1,0,1,1,0,0,0,2,2,7
16034,20758,0,0,5,2,2,0,0,0,4,2,15
16035,20759,0,0,1,0,1,0,0,0,3,2,7
16036,20760,0,1,0,0,0,0,0,0,0,0,1
16037,20761,0,1,0,0,0,0,0,0,0,0,1
16038,20767,0,0,0,0,0,0,0,0,0,0,0
16039,20776,0,0,0,0,1,0,0,0,0,0,1
16040,20777,1,1,1,0,3,1,0,0,0,1,8
16041,20778,0,1,1,0,1,0,0,0,0,0,3
16042,20781,0,2,1,0,0,0,0,0,0,1,4
16043,20784,0,0,0,0,0,0,0,0,0,0,0
16044,20785,0,0,0,0,0,0,1,0,0,0,1
16045,20787,0,1,0,2,1,0,0,1,0,0,5
16046,20788,0,0,0,0,0,0,0,1,0,0,1
16047,20792,0,0,0,1,0,0,0,0,1,0,2
16048,20793,0,0,1,0,0,0,0,0,1,0,2
16049,20795,1,0,0,1,0,0,0,0,0,0,2
16050,20800,0,0,0,0,0,1,0,0,0,0,1
16051,20802,0,0,0,0,0,0,0,0,0,0,0
16052,20803,0,0,1,1,0,0,0,1,2,2,7
16053,20804,1,2,0,0,0,0,0,0,2,3,8
16054,20805,1,0,1,0,1,0,0,1,5,3,12
16055,20806,0,0,2,1,0,0,0,1,0,0,4
16056,20807,0,1,0,1,0,1,0,0,0,2,5
16057,20808,0,0,0,0,0,0,0,0,0,1,1
16058,20809,0,3,0,0,0,1,0,0,0,1,5
16059,20810,0,1,0,0,0,1,0,0,0,1,3
16060,20811,0,0,0,0,1,0,0,0,0,1,2
16061,20812,0,0,0,0,0,1,0,0,0,2,3
16062,20813,0,0,0,0,0,0,0,0,0,1,1
16063,20814,0,0,0,0,0,0,0,0,0,1,1
16064,20815,0,1,0,0,1,0,0,0,0,1,3
16065,20816,0,0,0,0,0,0,0,0,0,1,1
16066,20817,0,1,0,1,0,0,0,0,0,2,4
16067,20818,0,1,0,0,0,0,0,0,0,1,2
16068,20819,1,0,2,3,0,0,2,0,0,4,12
16069,20820,0,0,0,1,1,1,0,0,0,2,5
16070,20821,0,0,1,1,0,0,0,0,0,3,5
16071,20822,0,0,0,0,0,0,1,0,0,2,3
16072,20823,0,0,0,0,0,0,0,0,0,1,1
16073,20824,0,0,0,0,1,1,0,0,0,3,5
16074,20825,0,0,0,2,0,1,0,0,0,4,7
16075,20826,0,0,0,0,0,0,0,1,0,3,4
16076,20827,1,0,0,0,1,1,0,1,0,3,7
16077,20828,1,0,0,0,0,0,0,1,0,3,5
16078,20829,0,0,1,0,0,0,1,0,0,0,2
16079,20830,1,0,1,0,0,0,0,0,0,0,2
16080,20831,0,2,0,1,0,0,1,0,0,3,7
16081,20832,0,0,1,0,0,0,1,0,1,0,3
16082,20833,0,0,2,0,0,0,0,0,1,1,4
16083,20834,0,0,0,0,0,0,0,0,1,0,1
16084,20835,0,0,0,0,0,0,0,0,1,0,1
16085,20836,0,0,0,0,0,0,0,0,2,0,2
16086,20837,0,1,0,0,0,0,0,0,2,0,3
16087,20838,0,1,0,0,0,0,0,0,1,0,2
16088,20839,0,2,0,0,0,0,0,1,1,1,5
16089,20840,0,0,0,0,0,1,0,0,1,0,2
16090,20841,1,1,0,0,0,0,0,0,1,1,4
16091,20842,2,1,1,0,0,0,0,0,2,1,7
16092,20843,0,0,0,0,0,1,0,0,2,1,4
16093,20844,1,0,1,0,0,0,0,0,1,0,3
16094,20845,0,0,0,0,0,0,0,0,2,1,3
16095,20846,0,1,0,1,0,0,0,0,0,0,2
16096,20847,1,2,2,0,1,0,0,1,0,3,10
16097,20848,0,3,2,0,0,0,0,0,1,3,9
16098,20849,0,3,6,0,1,0,0,0,0,3,13
16099,20850,0,0,0,0,0,0,0,0,1,0,1
16100,20851,0,0,0,0,0,0,0,0,0,1,1
16101,20853,1,1,1,0,0,0,0,0,1,0,4
16102,20854,2,1,9,0,3,1,0,0,0,3,19
16103,20855,1,0,2,0,2,1,0,0,0,3,9
16104,20856,3,5,9,2,3,1,0,0,0,3,26
16105,20857,0,0,0,0,2,0,0,0,0,1,3
16106,20858,0,0,0,0,1,0,0,0,0,0,1
16107,20859,0,0,2,1,0,0,0,0,0,0,3
16108,20864,0,0,1,0,0,0,0,0,0,0,1
16109,20867,0,0,1,0,0,0,0,0,0,0,1
16110,20869,0,0,0,1,0,0,0,0,0,0,1
16111,20870,0,0,0,1,0,0,0,0,0,0,1
16112,20871,0,0,1,2,1,0,0,0,0,0,4
16113,20872,0,0,1,1,0,0,0,0,0,0,2
16114,20875,0,0,0,0,1,0,1,0,1,3,6
16115,20877,0,0,0,0,0,0,0,1,2,2,5
16116,20878,0,1,0,0,2,0,0,1,3,3,10
16117,20879,0,0,0,0,1,0,1,0,1,3,6
16118,20880,0,0,0,0,0,0,2,0,1,2,5
16119,20885,0,0,0,1,0,0,0,0,2,0,3
16120,20886,0,1,0,1,0,0,0,0,2,0,4
16121,20887,0,0,0,1,2,1,0,0,2,0,6
16122,20888,0,1,2,0,0,0,0,0,0,3,6
16123,20889,0,0,2,0,1,1,0,0,0,3,7
16124,20891,0,1,0,0,0,0,0,0,1,0,2
16125,20892,0,0,0,0,0,1,0,1,0,0,2
16126,20893,0,0,0,1,0,0,0,0,1,0,2
16127,20894,0,0,0,0,0,0,0,0,0,0,0
16128,20895,0,0,0,0,0,0,0,1,0,0,1
16129,20896,0,0,0,0,0,0,0,0,1,0,1
16130,20897,0,0,0,1,0,0,0,0,0,0,1
16131,20898,0,0,0,1,0,0,0,0,0,0,1
16132,20899,0,0,0,1,0,0,0,0,1,0,2
16133,20900,0,0,0,0,0,0,0,0,0,0,0
16134,20902,0,1,0,0,0,0,0,0,0,0,1
16135,20903,0,0,1,1,0,0,0,0,1,2,5
16136,20904,0,0,2,0,0,0,0,0,0,2,4
16137,20905,0,0,0,1,0,0,0,0,1,0,2
16138,20906,0,0,0,0,1,0,0,0,1,1,3
16139,20907,0,0,2,1,1,0,0,1,0,0,5
16140,20908,0,0,1,0,0,0,1,0,0,0,2
16141,20909,1,1,1,0,0,0,0,0,0,1,4
16142,20910,1,0,0,0,0,0,0,0,0,3,4
16143,20911,1,0,0,1,0,0,0,0,0,1,3
16144,20912,0,0,0,1,0,0,0,0,0,1,2
16145,20913,0,0,0,1,2,0,0,0,0,1,4
16146,20914,0,0,0,0,2,0,1,0,0,0,3
16147,20915,0,0,0,0,2,0,0,0,0,1,3
16148,20916,0,0,0,0,0,0,1,0,0,0,1
16149,20917,0,0,0,1,0,0,0,0,0,0,1
16150,20918,0,1,0,0,0,0,1,0,0,1,3
16151,20919,0,0,0,1,0,0,1,0,0,1,3
16152,20920,0,1,0,0,0,0,1,0,0,1,3
16153,20921,0,3,1,1,1,0,0,0,0,4,10
16154,20922,0,3,1,1,1,0,0,1,0,4,11
16155,20923,0,0,0,0,0,0,1,1,0,1,3
16156,20924,0,1,0,0,0,0,0,1,3,0,5
16157,20925,1,2,0,0,0,1,0,0,4,0,8
16158,20926,0,0,2,2,0,1,0,0,0,1,6
16159,20927,0,1,1,0,0,0,0,0,5,0,7
16160,20928,0,2,1,2,1,2,0,0,5,1,14
16161,20929,0,1,2,0,1,0,0,0,3,0,7
16162,20930,0,0,3,1,0,0,0,0,0,0,4
16163,20931,0,0,1,1,0,0,0,0,0,0,2
16164,20932,0,0,1,0,0,0,0,0,0,2,3
16165,20933,0,2,1,1,0,0,0,0,0,1,5
16166,20934,0,0,1,0,1,0,0,0,1,2,5
16167,20935,0,0,0,0,0,0,0,0,0,1,1
16168,20936,0,0,1,0,0,0,0,0,1,2,4
16169,20937,0,0,0,0,0,0,0,0,0,1,1
16170,20938,1,0,0,0,0,0,0,0,0,1,2
16171,20939,0,0,0,0,2,0,0,0,1,1,4
16172,20940,0,1,0,0,0,0,0,0,0,0,1
16173,20941,0,0,0,1,2,0,0,0,0,0,3
16174,20942,0,1,0,0,0,0,0,0,0,0,1
16175,20943,0,2,0,0,0,0,0,0,0,0,2
16176,20944,0,0,0,0,1,0,0,0,0,0,1
16177,20945,0,0,1,0,2,0,0,0,0,0,3
16178,20946,0,1,1,0,1,1,0,0,0,0,4
16179,20947,0,1,0,0,0,1,0,0,0,0,2
16180,20948,0,1,0,0,0,1,0,0,0,0,2
16181,20949,0,1,0,1,2,0,0,0,0,0,4
16182,20950,0,0,1,0,0,0,0,0,0,0,1
16183,20951,0,0,1,1,0,0,0,0,0,0,2
16184,20952,0,0,1,1,0,0,0,0,0,0,2
16185,20953,0,0,2,1,0,0,0,0,0,0,3
16186,20954,0,0,1,2,0,0,0,0,0,0,3
16187,20955,0,0,1,1,0,0,0,0,0,0,2
16188,20956,0,0,0,1,0,0,0,0,0,0,1
16189,20957,0,2,0,1,0,0,0,0,0,0,3
16190,20958,0,0,0,0,0,1,0,0,1,0,2
16191,20961,0,0,1,0,0,0,0,0,0,0,1
16192,20965,1,0,1,0,1,0,0,0,0,1,4
16193,20966,0,0,0,0,1,0,0,0,0,1,2
16194,20967,1,0,0,0,2,0,0,0,0,2,5
16195,20968,0,0,0,0,1,0,0,0,0,1,2
16196,20974,0,0,0,0,0,0,0,0,0,0,0
16197,20975,0,0,2,0,0,0,0,0,0,0,2
16198,20978,0,0,0,0,0,0,0,0,2,2,4
16199,20979,0,0,0,0,0,0,1,0,3,2,6
16200,20981,0,1,0,0,1,0,0,0,0,0,2
16201,20982,0,0,1,0,0,0,0,0,0,0,1
16202,20983,0,1,0,0,0,0,0,0,0,0,1
16203,20984,0,0,0,1,0,0,0,0,0,0,1
16204,20985,0,0,0,1,0,0,0,0,0,0,1
16205,20990,0,0,0,0,0,1,0,0,0,1,2
16206,20992,0,0,0,0,1,0,0,0,0,0,1
16207,20993,0,0,2,0,0,0,0,0,0,0,2
16208,20997,0,0,0,0,0,1,0,0,0,0,1
16209,20998,0,0,0,0,0,0,0,0,0,1,1
16210,20999,0,0,0,0,0,0,1,0,0,1,2
16211,21000,0,0,0,0,0,0,0,0,0,1,1
16212,21002,0,0,1,0,0,0,0,0,0,0,1
16213,21004,0,0,0,0,0,0,1,0,0,0,1
16214,21005,0,1,0,0,0,0,0,0,0,0,1
16215,21006,0,1,0,0,0,0,0,0,0,2,3
16216,21007,0,0,0,2,0,0,0,0,0,0,2
16217,21008,0,0,0,2,0,0,0,1,0,0,3
16218,21009,0,0,1,1,0,0,0,0,0,3,5
16219,21010,0,0,1,0,0,0,0,0,0,2,3
16220,21011,0,0,0,0,0,0,0,0,0,1,1
16221,21014,1,0,0,0,0,0,0,0,0,1,2
16222,21015,0,0,0,0,1,0,0,1,0,0,2
16223,21016,1,0,0,0,1,0,0,1,0,1,4
16224,21017,0,0,0,0,1,0,0,1,0,0,2
16225,21018,0,0,0,0,0,0,0,1,0,0,1
16226,21019,0,0,0,0,0,0,0,1,0,0,1
16227,21020,0,0,0,0,0,3,0,0,0,1,4
16228,21022,0,0,0,0,0,0,0,0,0,1,1
16229,21023,0,0,0,0,0,0,0,0,0,3,3
16230,21024,0,0,0,0,0,0,0,0,0,1,1
16231,21025,0,0,0,1,0,0,0,0,0,2,3
16232,21026,0,0,1,0,0,0,0,0,0,2,3
16233,21027,0,0,0,0,0,0,0,0,0,1,1
16234,21028,0,1,0,0,1,0,0,0,0,0,2
16235,21029,0,1,0,2,2,0,0,0,0,1,6
16236,21030,0,0,0,0,0,1,0,0,0,2,3
16237,21031,0,0,0,0,0,1,0,0,0,1,2
16238,21033,0,0,0,0,0,1,0,0,0,1,2
16239,21034,2,0,3,0,2,1,0,0,0,3,11
16240,21035,0,0,0,0,1,0,0,0,1,1,3
16241,21036,0,0,0,0,1,0,0,0,1,1,3
16242,21037,0,1,0,0,5,0,0,0,2,2,10
16243,21038,0,0,0,0,4,0,0,0,1,2,7
16244,21039,0,0,0,0,4,0,0,0,1,3,8
16245,21040,2,5,0,0,0,1,1,0,1,0,10
16246,21041,0,2,0,0,0,0,0,0,1,0,3
16247,21042,0,2,0,0,0,0,0,0,2,2,6
16248,21043,0,1,2,0,0,0,0,0,1,0,4
16249,21044,0,1,0,0,0,0,0,1,1,0,3
16250,21045,0,1,0,0,0,0,0,0,2,1,4
16251,21046,0,0,0,0,0,0,0,0,1,2,3
16252,21047,0,0,0,0,1,0,0,0,1,1,3
16253,21048,0,0,0,0,0,0,0,0,2,1,3
16254,21049,0,0,0,0,0,1,0,0,2,0,3
16255,21050,0,0,0,0,0,1,0,0,1,0,2
16256,21051,0,0,0,0,0,1,0,0,1,0,2
16257,21052,0,1,0,0,1,0,0,0,2,1,5
16258,21053,0,1,0,0,1,0,0,0,1,1,4
16259,21054,0,0,0,0,0,0,1,0,1,1,3
16260,21055,0,0,0,0,0,1,1,0,2,1,5
16261,21056,0,0,0,0,0,0,1,0,1,1,3
16262,21057,0,0,0,0,0,0,0,0,2,1,3
16263,21058,0,0,0,0,0,0,0,0,2,1,3
16264,21059,0,0,0,0,0,0,0,1,0,0,1
16265,21061,0,1,1,0,1,0,0,1,0,0,4
16266,21062,0,0,0,1,0,0,0,0,0,0,1
16267,21065,0,0,0,1,0,0,0,0,0,0,1
16268,21066,0,0,0,1,0,0,0,0,0,0,1
16269,21067,0,0,0,1,0,0,0,0,0,0,1
16270,21070,0,0,0,0,1,0,0,0,0,0,1
16271,21073,0,0,0,0,0,0,0,0,0,2,2
16272,21074,0,0,0,0,0,0,0,0,0,2,2
16273,21075,1,2,0,0,0,0,0,0,0,0,3
16274,21076,0,2,0,0,1,0,0,0,0,6,9
16275,21079,0,1,0,0,0,0,0,0,0,0,1
16276,21081,0,0,0,0,0,0,0,1,0,0,1
16277,21082,0,0,0,0,0,0,0,0,0,0,0
