index_seg,ftr_name_d_btw_cntr_SgAsEd,ud_bridge_SgAsEd,ud_btw_cntr_SgAsEd
11283,103454.488745,,89914.852237
11284,418742.304354,,399182.736681
11285,137866.700181,,137220.686705
11286,31789.0473259,,27426.919009
11287,1096811.29219,,111126.797456
11288,1288940.48364,,678845.53726
11289,62785.9476227,,58407.5644124
11290,322364.161497,,697164.427116
11291,439224.148659,,774517.587666
11292,2295014.32633,,839471.018573
11293,2778827.43563,,1659144.64327
11294,808042.666331,,540246.478087
11295,652955.296705,,680356.378494
11296,555941.999559,,158015.491901
11297,1259110.94179,,906240.130926
11298,1192597.63351,,696717.070922
11299,174994.07673,,244725.981832
11300,137035.804491,,181440.856182
11301,50720.0488401,,23664.8433372
11302,106478.757357,,114519.213095
11303,109755.650892,,130918.200255
11304,31201.4048517,,26170.4939321
11305,63504.9275311,,38264.2710721
11306,115465.582676,,154687.537215
11307,66103.3464596,,80084.4163574
11308,104320.844963,,87523.413898
11309,42269.5647691,,62406.825746
11310,456205.287018,,459509.150711
11311,1068230.9809,,752726.161168
11312,524103.731974,,396583.468966
11313,205246.099452,,372519.217998
11314,130241.544097,,425571.439262
11315,413701.090434,,406948.186652
11316,4526.2397244,,5254.72138847
11317,22148.8665149,,6422.22532383
11318,21781.1660246,,30283.8577139
11319,51047.6191169,,7185.23657641
11320,36035.4725871,,23943.1515309
11321,55973.1448507,,38939.1605376
11322,70709.0966036,,22660.5682388
11323,35738.2130724,,9333.77157394
11324,49980.7328473,,26563.3343994
11325,99799.7631001,,117080.811233
11326,643353.70559,,865104.326895
11327,87342.8533599,,124378.424543
11328,655816.615331,,1013401.58595
11329,307285.365447,,62970.4889742
11330,25711.5146041,,36702.0962317
11331,310382.358929,,37306.2628847
11332,66558.4049387,,48263.9629131
11333,325414.979826,,27428.9880793
11334,570886.751818,,676987.960752
11335,732106.084823,,740149.734398
11336,70410.5605161,,83870.3671977
11337,23596.1173521,,3600.01814927
11338,24102.4997134,,19917.5978352
11339,347554.093489,,258681.43683
11340,13972.5562374,,4740.5817049
11341,301262.885526,,215399.098635
11342,1447836.70128,,1256211.6449
11343,857895.342422,,695013.995845
11344,664664.684547,,562758.677557
11345,83760.1185672,,28940.4831404
11346,83807.6441626,,137664.738629
11347,834639.124841,,935266.680196
11348,58914.4513704,,72338.9457091
11349,98063.2114614,,52112.6791958
11350,125870.246243,,38468.2244721
11351,89262.5065837,,34841.9381099
11352,160437.501067,,55381.7682112
11353,869468.110197,,918188.845285
11354,743381.58776,,469860.817626
11355,617842.489789,,419323.464465
11356,775797.661665,,649620.251353
11357,123843.808203,,46241.4697656
11358,960297.844799,,918945.517126
11359,67291.5739321,,52537.4006794
11360,193923.131805,,118730.236886
11361,56832.3460918,,43031.2292292
11362,47701.0916827,,16157.1741737
11363,28407.4704438,,14093.3856058
11364,284807.802847,,250027.595894
11365,1446916.3994,,1373507.10339
11366,26548.8992728,,49987.7652205
11367,18445.3563233,,50879.1966566
11368,39509.1357605,,28150.7030339
11369,45550.5996425,,20632.6906907
11370,76536.3412853,,26891.5336451
11371,63189.911084,,40283.5283544
11372,31031.2174616,,44375.6201168
11373,112337.905033,,68324.9794224
11374,164263.216276,,127158.237431
11375,2968.01150577,,2451.15534056
11376,107739.545597,,82751.3235979
11377,55555.1625593,,66163.9817947
11378,98438.1299541,,120971.035605
11379,15033.0144695,,31310.249129
11380,1695897.01868,,417843.074792
11381,1621047.16183,,268439.785936
11382,50782.0,1.0,50850.0
11383,65236.4992326,,66201.3982218
11384,57566.5061782,,58596.0241483
11385,268188.391501,,260703.908788
11386,171604.297571,,173472.302607
11387,72751.0597603,,50046.2087622
11388,372697.203808,,345268.402662
11389,387189.980158,,331454.081951
11390,32239.4289532,,60202.924138
11391,32245.4289532,,19002.3061357
11392,114829.132206,,88078.65889
11393,59839.9035632,,43025.0696689
11394,194202.043573,,51458.7306111
11395,150147.934034,,45451.41556
11396,265638.601599,,97765.4372056
11397,125318.228499,,116320.400504
11398,32903.4972332,,30999.2845686
11399,21932.7091848,,33424.2657204
11400,244754.313658,,195281.608989
11401,50782.0,1.0,50850.0
11402,174928.833444,,111840.034121
11403,58288.418792,,27178.6715665
11404,549219.754663,,453560.346251
11405,535021.131928,,502187.273048
11406,71353.628382,,56317.7061542
11407,37734.9355334,,39005.5625914
11408,18711.2594516,,35454.5728021
11409,287798.033142,,256732.706011
11410,291099.95084,,174436.835097
11411,468207.558273,,466204.82083
11412,1526807.27399,,978466.1833
11413,2545348.52398,,2332597.40609
11414,2255998.05021,,1530147.74948
11415,3019606.46766,,3543462.74026
11416,176565.98405,,214338.09557
11417,949545.465641,,719278.761182
11418,4374511.26061,,8138922.71859
11419,4839105.32077,,9029018.27902
11420,1301219.56114,,1120773.03193
11421,754404.648843,,308057.475465
11422,645448.246206,,190031.126708
11423,329745.722709,,228728.845942
11424,1326539.79264,,693309.713832
11425,480624.371695,,278502.943677
11426,1309004.80958,,632661.13339
11427,617763.709053,,283494.0321
11428,2177557.13123,,3384691.0126
11429,386375.938828,,1228522.09909
11430,138079.506209,,215860.627301
11431,138277.046229,,207425.162128
11432,168995.280341,,191396.139006
11433,17078.1795076,,9584.67167589
11434,3360639.72223,,6369712.98833
11435,5142777.50688,,7118417.08783
11436,469709.329518,,37368.9466881
11437,519542.106406,,94918.8282921
11438,460840.157436,,32921.26775
11439,17916.6280637,,19966.4961882
11440,955923.130938,,142784.517371
11441,35537.4688772,,1381.7328852
11442,33307.2233943,,99686.588671
11443,26840.4351849,,58714.218042
11444,7094.91045006,,54807.4806534
11445,39600.3045558,,18014.4948579
11446,68154.2953576,,51937.36366
11447,38008.2093122,,6758.77744368
11448,144233.9776,,57243.5938814
11449,179596.130278,,33895.3520883
11450,104187.906702,,49958.5251522
11451,105130.342386,,47400.6640663
11452,92946.0121911,,145368.631615
11453,290616.419632,,305711.794203
11454,223151.211549,,202611.938258
11455,10668.2094555,,51509.374251
11456,55620.9432068,,15962.729634
11457,32765.6216657,,80734.7953957
11458,78139.4175389,,39943.4641216
11459,21363.0047356,,20946.7439245
11460,27631.7287237,,40332.5307846
11461,29434.558225,,67622.5204863
11462,32524.8667262,,151230.381041
11463,92787.2345353,,132796.702815
11464,147639.878123,,105407.50243
11465,746215.057307,,459623.042136
11466,141308.399,,111267.311816
11467,425501.506223,,763472.488691
11468,74346.2763855,,95767.4411749
11469,12963.7883732,,22937.5415168
11470,211675.184811,,154924.559611
11471,47038.3287582,,33855.59662
11472,51664.8103715,,43695.005808
11473,39769.1539801,,31265.847025
11474,59262.9627991,,60378.0409604
11475,12804.6121997,,33036.6755557
11476,134064.190885,,113619.644966
11477,40749.7382565,,21759.9784439
11478,57579.2201435,,53953.4465724
11479,7781.33924738,,10355.3469377
11480,120796.407217,,32091.3690562
11481,25006.0582655,,42882.3976752
11482,14208.3671736,,16287.0928821
11483,60263.21245,,28821.8143568
11484,497909.076905,,366608.40224
11485,302298.245167,,181359.71587
11486,87968.2828515,,34230.7582779
11487,380991.727819,,283563.113904
11488,175222.417733,,131935.225501
11489,299763.991348,,206580.874209
11490,25435.4714787,,1138.68411656
11491,46246.3054687,,117270.054737
11492,3667542.00846,,3298537.5616
11493,267002.843265,,90317.3861965
11494,254430.710852,,52466.73145
11495,367357.741562,,115429.37472
11496,34195.7508522,,30775.5790367
11497,77032.3257895,,15497.2640974
11498,29261.5946007,,18988.5417321
11499,34390.5363583,,21830.8218207
11500,741713.357625,,377439.129111
11501,662277.471093,,224812.769379
11502,50782.0,1.0,50850.0
11503,152334.0,1.0,152538.0
11504,50782.0,1.0,50850.0
11505,100916.582631,,70235.1736416
11506,110593.210301,,95340.6174753
11507,663869.118666,,473931.458372
11508,107923.822924,,95666.6829944
11509,84403.5941287,,127164.901818
11510,37561.4527302,,59934.1360716
11511,46848.1413985,,25560.6488657
11512,14007.5276449,,25239.3775406
11513,120913.365545,,111365.781121
11514,60861.6690434,,47502.4282815
11515,354165.082451,,246819.583481
11516,78462.7406962,,78600.0707424
11517,27690.7406962,,27760.0707424
11518,4279332.98655,,5382726.76663
11519,25550.1342759,,39973.7561122
11520,44080.0496427,,22553.771506
11521,815908.073858,,823633.0937
11522,29260.4530922,,68651.6920897
11523,69094.4516977,,121248.053607
11524,39839.9986054,,6615.75168009
11525,19943.6722636,,37027.8534728
11526,59789.670869,,84094.6750127
11527,420721.800935,,42642.080707
11528,696320.087306,,687942.412707
11529,667609.151645,,599417.204094
11530,384022.42187,,86927.983969
11531,454692.882868,,135460.714906
11532,24606.7385198,,2560.84117697
11533,160880.656593,,201430.96735
11534,185481.395113,,250391.028804
11535,48698.0689045,,46733.6970186
11536,51841.9939783,,39073.9951879
11537,33220.0641815,,34979.1501753
11538,60819.6682828,,93840.6684877
11539,261464.514087,,194823.337173
11540,169697.000446,,71675.4377456
11541,80294.2780903,,57320.5517405
11542,498349.889108,,379127.899126
11543,499290.511996,,309488.207013
11544,1545194.1366,,1637723.99871
11545,93155.4796894,,65031.8718811
11546,96035.6101183,,333991.039003
11547,665601.656133,,445269.729164
11548,223769.144764,,111859.959558
11549,67455.5912045,,23989.7263981
11550,229787.555678,,109199.581247
11551,44370.6789881,,10888.3537487
11552,93310.4915628,,61806.9399941
11553,39626.6976572,,21859.5641473
11554,117814.762109,,114059.913518
11555,55734.0153839,,22513.1925938
11556,1780321.52809,,1176884.96982
11557,2019768.47684,,1316279.56674
11558,1962478.3765,,1277576.23617
11559,31942.4876393,,532.803494733
11560,49093.3189226,,53293.7925752
11561,284702.956435,,157048.637681
11562,98538.4900935,,99524.4952761
11563,812716.199023,,499577.803932
11564,24867.7218856,,17291.1035759
11565,17114.2524872,,44616.0126897
11566,61658.6288822,,31707.447459
11567,485424.479534,,272752.047313
11568,138091.392002,,77794.2835365
11569,166939.61663,,89328.2090895
11570,45370.8921178,,119220.827425
11571,472078.88335,,480152.440427
11572,3753942.92366,,3376529.82211
11573,153007.225885,,147692.770682
11574,423109.783583,,291820.502023
11575,599663.847859,,573983.580889
11576,708157.986944,,813062.978442
11577,628943.802648,,586688.293466
11578,744385.100724,,641598.547069
11579,43877.0284059,,23123.6840196
11580,120423.57514,,70739.4163585
11581,142896.122291,,196371.525946
11582,118798.045964,,100258.520539
11583,72931.342065,,98919.5161241
11584,8033.84246519,,4384.38701902
11585,11989.5736902,,31440.1897945
11586,28128.5304153,,29120.7870478
11587,25707.6904253,,29830.1588968
11588,41265.2799866,,17342.7868152
11589,17822.7236242,,12917.3038103
11590,214635.119216,,267021.620451
11591,37488.4550441,,40127.3790166
11592,46891.1932299,,58688.6834282
11593,127731.338676,,177591.942756
11594,4964.03196711,,1813.80794702
11595,49555.3234938,,72639.8717676
11596,4338271.91152,,5425887.77459
11597,2303714.47578,,2324702.22957
11598,1362851.69214,,1355701.1003
11599,891736.418508,,931531.955768
11600,39960.5400843,,31489.9003955
11601,31881.8982584,,20407.3942969
11602,19945.934823,,40870.5146168
11603,17635.9499469,,26423.4951946
11604,1095419.71975,,1056564.45422
11605,1153649.0509,,1120990.98814
11606,1275266.70954,,1247915.49377
11607,85532.4607181,,47523.4588976
11608,209860.844193,,275726.202887
11609,252774.324617,,267120.8488
11610,152717.189236,,106579.048981
11611,258288.006549,,332379.202991
11612,197899.924517,,231742.371097
11613,99016.1900087,,59969.5522662
11614,97170.6010084,,103797.679792
11615,214807.977758,,152299.67055
11616,250064.514761,,234774.379905
11617,39285.7521634,,15126.5536335
11618,105975.673921,,63054.698266
11619,88230.1915778,,26725.2077143
11620,15995.5771286,,16229.4078761
11621,16103.6792969,,36361.1854822
11622,52824.3467336,,46041.9905752
11623,115356.435677,,136118.656606
11624,46129.1499509,,48657.5306707
11625,36145.7504256,,47815.6685964
11626,41403.0360688,,27266.0583881
11627,20353.2985133,,27272.5949811
11628,4559440.55828,,8000930.688
11629,131704.515595,,148718.961297
11630,355642.884627,,104923.791207
11631,366332.713329,,95436.266499
11632,666894.064054,,213977.116376
11633,899792.775935,,1114014.31571
11634,62413.2822287,,89987.0104928
11635,2472423.3137,,2220859.44474
11636,1731655.22722,,1298165.29534
11637,66993.3903081,,127674.056693
11638,23599.9025061,,12853.1189754
11639,420148.316413,,399631.890162
11640,45649.7817817,,88604.8336903
11641,90222.8834087,,141770.428853
11642,24459.9106457,,13578.0942242
11643,679995.604112,,668099.42678
11644,529383.44279,,509649.982265
11645,1835026.55139,,1694109.16506
11646,925955.050889,,1561783.54854
11647,815702.367813,,672809.942216
11648,27638.3306081,,117474.945103
11649,30036.7290601,,32621.5313361
11650,436346.290492,,357741.624245
11651,365035.154579,,186624.206868
11652,341502.387633,,264512.459761
11653,848199.623622,,557873.274889
11654,312132.254738,,225278.900908
11655,2010296.86746,,1300156.24441
11656,104632.690964,,106836.841519
11657,32172.497408,,18177.5810412
11658,38467.6894759,,48899.0872767
11659,25046.425029,,15076.1131145
11660,35421.7446254,,45691.629291
11661,556800.491196,,410595.565952
11662,97734.4972091,,111120.60353
11663,118316.547033,,85688.77343
11664,45321.8610099,,44864.2683806
11665,40437.7545774,,27407.7078142
11666,223627.823263,,331162.909188
11667,811355.838979,,519878.767328
11668,38099.4460455,,40804.5231508
11669,180609.949599,,158783.648886
11670,278705.516172,,262674.239016
11671,146961.888309,,169659.50331
11672,87308.054169,,94236.7934307
11673,31798.7242285,,16672.3926909
11674,56437.7789207,,58506.6700211
11675,3914476.44361,,3612425.88068
11676,3831275.47251,,3526489.50109
11677,50782.0,1.0,50850.0
11678,45584.2697317,,37593.1520905
11679,51631.0123179,,45956.7680914
11680,82571.6693679,,54609.773583
11681,29254.376946,,47713.3310297
11682,77655.5065073,,64809.0933106
11683,35606.6972509,,34794.2184222
11684,47075.1309391,,32489.9070648
11685,25640.1613299,,43170.2863318
11686,51333.1556452,,45873.8995511
11687,40718.3555988,,24506.6523154
11688,22043.7102031,,30425.9010162
11689,52114.9130167,,37499.6165317
11690,72871.6313753,,55799.5407189
11691,78729.5031446,,66697.5674126
11692,37296.5280539,,26375.1865064
11693,60192.6354708,,55672.2000684
11694,166338.640463,,169651.080595
11695,82254.7823942,,103263.088582
11696,34544.8175995,,58441.3443128
11697,49718.1065253,,70585.8840476
11698,19435.0146413,,38662.3705954
11699,91030.1973823,,94634.8192817
11700,113034.416882,,81628.1222126
11701,85440.0428542,,65301.3239592
11702,54398.8058775,,32096.3456017
11703,99924.2417395,,71184.2985055
11704,22532.3414033,,41734.205595
11705,4949.72453118,,2966.26327159
11706,97161.7413928,,90234.0449917
11707,128569.522752,,74991.9724995
11708,215803.863298,,178038.723171
11709,85289.772722,,126950.175548
11710,37035.6327973,,78586.1455407
11711,56705.2578667,,39067.2887886
11712,79907.9786583,,34186.7303384
11713,37029.6327973,,40883.3015729
11714,546565.700551,,363416.554711
11715,96878.0710983,,148846.674421
11716,50782.0,1.0,50850.0
11717,27277.33157,,25318.5165414
11718,179863.569792,,270148.85634
11719,41733.5579798,,46823.3018762
11720,18729.3023627,,18930.4833745
11721,98036.4971741,,106370.354131
11722,155077.445262,,212610.364387
11723,927686.29447,,115023.492062
11724,883442.193428,,25455.6796604
11725,187380.231233,,119658.640831
11726,26384.3226885,,554475.74709
11727,384770.36462,,526151.885943
11728,781280.779202,,1249033.95458
11729,1050447.74182,,1690769.41422
11730,64331.9751224,,71608.1846985
11731,402796.495279,,26436.9588692
11732,161001.908544,,704795.261122
11733,329385.753803,,187914.929943
11734,8830796.40658,,12709302.8161
11735,50782.0,1.0,50850.0
11736,703289.716927,,144405.389728
11737,61066.2761882,,18076.2789442
11738,3513933.92268,,252576.610699
11739,6567133.81238,,7540417.42766
11740,793145.503618,,236531.708865
11741,5703311.55315,,7254331.27721
11742,3410722.52662,,190684.756981
11743,614784.796179,,227561.29292
11744,13216.0096714,,33190.9704852
11745,29065.10472,,177322.757289
11746,8841657.10179,,6812739.57912
11747,271131.010816,,313053.771833
11748,352530.50017,,396681.853085
11749,64315.584753,,94933.8663628
11750,2578097.28831,,1630761.21851
11751,106693.905055,,56232.6511303
11752,210852.770452,,187371.292808
11753,34677.4223807,,63804.3987867
11754,44155.4894367,,42925.9746033
11755,35980.8858807,,49222.4667349
11756,40351.5408604,,41440.4861813
11757,197288.392134,,133601.445095
11758,125056.660768,,150044.497233
11759,49625.7862806,,93616.6973353
11760,33276.2314726,,13322.0802081
11761,53993.2855298,,37533.3763561
11762,55062.2705804,,26142.6789202
11763,1399650.50609,,1310639.52294
11764,263387.698207,,379235.149464
11765,58649.6286049,,11473.0543649
11766,216186.044141,,354860.379759
11767,156524.745435,,320071.426484
11768,64887.4501493,,115323.868264
11769,638605.649134,,656184.224361
11770,750968.269073,,814426.993285
11771,716141.245402,,559905.398402
11772,50782.0,1.0,50850.0
11773,221406.195585,,385314.230616
11774,30650.0245249,,3839.61407075
11775,40873.3026593,,73293.3200417
11776,546504.900901,,239726.586234
11777,221433.321095,,139593.44469
11778,136630.659561,,68894.1059791
11779,110726.736313,,85069.8909061
11780,6225.65140634,,17341.4714873
11781,63597.1947873,,34818.9697438
11782,51711.2475147,,92519.4051888
11783,47897.1198195,,83414.4248428
11784,232822.991788,,199361.210593
11785,909470.161413,,495156.858013
11786,442834.876809,,344346.292789
11787,309561.665838,,278321.153678
11788,1589535.44699,,1031639.03077
11789,1740800.56593,,1123263.06175
11790,46498.8390378,,31243.393762
11791,109472.517742,,49277.3313413
11792,3736.32852647,,6520.35743854
11793,171250.494501,,49956.4412359
11794,124727.560978,,1675.72705175
11795,130006.161981,,275596.728793
11796,53110.6316035,,40541.2627963
11797,50782.0,1.0,50850.0
11798,50782.0,1.0,50850.0
11799,50782.0,1.0,50850.0
11800,43403.9767666,,95865.1349925
11801,132137.938845,,100940.452086
11802,234832.778107,,270746.336291
11803,37304.711266,,40077.6470501
11804,224088.6689,,209669.542736
11805,191756.322822,,126571.332925
11806,133842.346078,,135434.012629
11807,393805.715789,,455761.028825
11808,191750.322822,,175882.796773
11809,50782.0,1.0,50850.0
11810,8433736.91108,,8643453.37148
11811,1188965.90929,,1794617.03969
11812,4181.48811766,,75249.0608404
11813,1347655.40708,,1149943.85131
11814,1631887.87699,,1716673.72495
11815,250068.726681,,533102.929449
11816,254256.214798,,421559.667236
11817,93074.258371,,74905.2263398
11818,62028.9784805,,89233.9556069
11819,126926.0,,186695.788521
11820,161187.956427,,304407.269389
11821,31843.277755,,7035.2131165
11822,628482.644624,,1359891.25446
11823,3418597.82731,,3048914.24483
11824,2771675.55834,,1654301.30988
11825,50782.0,1.0,50850.0
11826,245272.664515,,149458.739116
11827,566299.594679,,332840.544951
11828,105832.676499,,59653.8607711
11829,112276.938201,,46795.2965276
11830,49771.0846755,,97600.5877268
11831,228387.719645,,162334.912475
11832,249927.216228,,215907.123917
11833,1099351.51331,,905161.672376
11834,1246827.332,,1282560.1862
11835,10625.3214709,,108935.669569
11836,29184.2139316,,292913.447472
11837,338014.638407,,261548.422491
11838,98558.1765246,,177624.705116
11839,1702876.98178,,1299916.90003
11840,370804.914819,,328591.87819
11841,48384.7206118,,56784.5387732
11842,80596.1115875,,157604.714023
11843,71871.3956904,,98506.3416591
11844,955138.36559,,676952.835322
11845,135627.175027,,48275.0919155
11846,88658.7912133,,146932.920461
11847,3071356.13868,,4689771.43489
11848,2926245.29381,,4491659.44315
11849,3164784.75827,,2689789.93746
11850,701573.564113,,1754644.56335
11851,992677.147937,,12794.3393502
11852,464872.399843,,1042588.98179
11853,51332.709588,,164900.200386
11854,131588.810365,,254050.339728
11855,12379.1046608,,25669.9035154
11856,90653.7506526,,135042.259014
11857,73198.9593628,,60247.0684192
11858,764391.683554,,537856.369266
11859,240001.195378,,65576.6607479
11860,614779.196007,,360979.025726
11861,18116.7528313,,14933.6711743
11862,83789.0929026,,65060.6694876
11863,591954.902033,,566185.790709
11864,400483.086895,,311394.892763
11865,297361.674947,,156686.363492
11866,749293.256473,,400709.27873
11867,547020.519494,,521158.722447
11868,493288.150505,,970391.051382
11869,39144.5513288,,19484.8641998
11870,488241.322503,,1066097.26942
11871,206377.478684,,159326.68359
11872,181662.074432,,171042.664868
11873,137022.193466,,289858.227907
11874,56186.2022278,,26220.2536701
11875,141788.246244,,141510.736787
11876,338114.802386,,219259.989198
11877,50782.0,1.0,50850.0
11878,595373.623718,,276188.137567
11879,502380.169813,,182344.782202
11880,480175.543813,,270398.990269
11881,556346.232634,,268422.311362
11882,9241008.07765,,9195188.32112
11883,6230247.57924,,3842526.64338
11884,108974.158232,,94810.008708
11885,52354.3474073,,46745.2447593
11886,3200.20016184,,6993.13429212
11887,8997.35610138,,11877.4025071
11888,25937.6198284,,28315.1210138
11889,71953.9597813,,82835.9808889
11890,203104.0,1.0,203376.0
11891,304632.0,1.0,305040.0
11892,152334.0,1.0,152538.0
11893,304632.0,1.0,305040.0
11894,456894.0,1.0,457506.0
11895,50782.0,1.0,50850.0
11896,50782.0,1.0,50850.0
11897,71997.8602551,,30044.1776245
11898,42278.9757367,,28095.5933874
11899,69242.293322,,14191.2418847
11900,12092.5431255,,7415.50037408
11901,47440.8410952,,8932.57073322
11902,29175.3851273,,37194.4628478
11903,42461.2634694,,57879.0671413
11904,50428.9513469,,49019.9296309
11905,287959.826929,,154806.030214
11906,119257.106704,,121618.250522
11907,1253891.3855,,690989.361633
11908,1591164.38123,,1414983.11233
11909,3991.4870584,,8747.44313597
11910,1416493.01659,,1447622.07665
11911,1309024.14218,,1216267.36588
11912,64380.7194111,,187605.780541
11913,297042.798103,,683921.935126
11914,1216652.695,,1271195.95372
11915,379678.276062,,790439.205283
11916,1337340.40564,,1419085.58
11917,101920.857386,,242682.146476
11918,462980.015459,,602981.898603
11919,373142.966949,,417879.318137
11920,291906.598988,,360676.29031
11921,467010.626673,,1086591.93672
11922,519347.661671,,1191280.69888
11923,1039236.19742,,1357168.56307
11924,642878.962802,,404715.170781
11925,1816188.81335,,1246085.14122
11926,420140.577434,,339329.448478
11927,682998.023362,,418755.125754
11928,458892.395911,,590275.128417
11929,194977.270461,,206782.555624
11930,93865.2758162,,142715.201777
11931,41749.8707638,,68400.8589579
11932,15284.8735687,,22110.9402759
11933,3464.22384692,,3871.92070821
11934,93613.1977347,,83730.689126
11935,39191.7563744,,39845.6957346
11936,1588.17316842,,1487.28859089
11937,25895.8851237,,9327.40423879
11938,804174.880089,,798081.908729
11939,101550.0,,101686.0
11940,50776.0,,50844.0
11941,10.0,,10.0
11942,50782.0,1.0,50850.0
11943,55454.0648226,,54594.9368654
11944,46176.3520943,,47171.0495436
11945,113788.605919,,114874.340051
11946,16951.7374087,,16974.3435833
11947,50782.0,1.0,50850.0
11948,1716235.49413,,1745430.69314
11949,184163.24239,,181716.692207
11950,18045.9313917,,19542.4548016
11951,67194.545583,,70606.3908258
11952,10815.7649665,,10131.4907865
11953,142308.036638,,157162.369338
11954,228498.513917,,204139.429754
11955,22549.7574925,,3544.91635269
11956,23429.8514975,,46021.0075998
11957,4095395.56488,,3859538.71945
11958,151343.607198,,222391.577068
11959,13815.8971263,,3014.85170209
11960,177912.682142,,197061.700129
11961,50075.4771838,,77523.8552164
11962,104518.330312,,108058.670392
11963,94273.4117898,,59975.1308323
11964,185702.929446,,90698.1260146
11965,139912.527723,,114250.14082
11966,78803.1432692,,12207.1552141
11967,26138.5380814,,46496.2697258
11968,221354.896362,,241999.590932
11969,271340.2507,,292017.801966
11970,694168.483908,,237139.28445
11971,330047.359285,,273324.730611
11972,26144.5380814,,6747.49745041
11973,73164.320578,,72824.3326479
11974,587732.281311,,243519.54613
11975,689270.358847,,291719.146096
11976,3454174.86712,,2693655.73878
11977,466886.82198,,1055465.15294
11978,338082.315187,,351360.20437
11979,2361.53058837,,22745.6532273
11980,69391.3870372,,63795.3148176
11981,249448.7851,,149949.160478
11982,24637.6685107,,1225.83490451
11983,76177.2,,5538.18453781
11984,5682.17892073,,7703.11446559
11985,24458.8942211,,3631.96124874
11986,25447.9380952,,2894.47119838
11987,50782.0,1.0,50850.0
11988,50782.0,1.0,50850.0
11989,101560.0,1.0,101696.0
11990,50782.0,1.0,50850.0
11991,62462.810541,,306.020634921
11992,625805.047747,,287334.746748
11993,234988.557676,,353014.579967
11994,184280.844736,,70247.5837835
11995,521645.173604,,885785.31803
11996,389.102380952,,455.976190476
11997,483464.612264,,601149.328785
11998,320693.994539,,356470.890796
11999,303724.716712,,346922.704656
12000,954546.329401,,1072487.2723
12001,432824.844145,,550681.912159
12002,1598521.89998,,2159756.42027
12003,5382124.01392,,7054917.56261
12004,686590.683972,,595276.274616
12005,1181733.29403,,670200.147824
12006,1254375.70383,,742952.113594
12007,50782.0,1.0,50850.0
12008,94992.2421864,,177475.970783
12009,333999.061963,,269651.368727
12010,9867.90939812,,7664.51591367
12011,457823.383794,,379116.440075
12012,93142.9043044,,72101.0729977
12013,61007.3160733,,49277.8669473
12014,60192.2802668,,25493.7531088
12015,29028.435497,,15105.2160283
12016,1448444.44861,,1641335.7601
12017,81210.6546702,,109383.656928
12018,2791127.31048,,2549359.73809
12019,352108.347173,,139854.16598
12020,343418.012163,,1528331.98757
12021,81240.1655813,,51155.0926998
12022,50021.6583402,,35050.3096397
12023,50746.0987033,,28948.3697292
12024,168905.025426,,89771.7891617
12025,197572.185739,,170201.401971
12026,164810.275172,,223332.833249
12027,1791.66040128,,74418.7735465
12028,4088.75025436,,90606.3600804
12029,50279.3249275,,77363.6466383
12030,101560.0,1.0,101696.0
12031,50782.0,1.0,50850.0
12032,405208.74173,,468555.767204
12033,26193.1889542,,26250.4640361
12034,196278.148197,,196501.793984
12035,74263.7491312,,74429.7597493
12036,73843.5558004,,73984.4767549
12037,943081.10277,,944775.203671
12038,337182.194143,,212205.62947
12039,631482.371571,,382657.009711
12040,59727.3363791,,59757.4734639
12041,57077.9284112,,57062.7456376
12042,26025.8557223,,25871.5516268
12043,38710.5290895,,38738.870067
12044,11121.7409694,,21481.8998053
12045,3281.45117573,,7041.54210937
12046,19582.0544366,,12607.9963549
12047,6112.11762848,,5788.10486998
12048,22108.5488243,,44543.1173814
12049,30242.1495195,,18443.0176165
12050,25241.4652337,,14262.3336493
12051,87080.5694352,,22544.8888025
12052,305533.071293,,95974.2551503
12053,385010.367465,,159805.590918
12054,316679.244007,,344003.850769
12055,24317.4667831,,64941.5685185
12056,934086.323925,,512756.476901
12057,291569.845297,,175476.38305
12058,68995.4947087,,43560.5843046
12059,334083.226633,,255889.582273
12060,229001.360971,,178730.183441
12061,1541893.25738,,1018274.03646
12062,52145.7618509,,23319.1084782
12063,19717.9270997,,12755.4266745
12064,459343.053802,,344083.831531
12065,689492.080675,,727174.9482
12066,85964.4291576,,77747.23603
12067,93163.4294142,,64401.0433122
12068,40764.7100887,,62230.6285727
12069,392047.926268,,314675.758351
12070,9847.84350614,,105610.92141
12071,393573.892568,,265035.882455
12072,527485.885634,,9872.26733695
12073,50782.0,1.0,50850.0
12074,165682.812064,,156074.456433
12075,384591.185681,,321527.471
12076,101560.0,1.0,101696.0
12077,98381.2536634,,100544.031484
12078,4217591.84528,,5335011.12103
12079,4481309.94261,,5568599.31554
12080,50787.0,,25553.0490985
12081,50782.0,1.0,50850.0
12082,53626.3317501,,573.9
12083,50787.0,,25334.9843072
12084,50782.0,1.0,50850.0
12085,190024.819151,,104867.209931
12086,50781.0,,25746.1923697
12087,50782.0,1.0,50850.0
12088,116897.818121,,152108.382323
12089,218706.667038,,82956.0418159
12090,11756.6796983,,113.074819625
12091,27130.4978193,,50557.4571429
12092,243349.643142,,75612.2205684
12093,50782.0,1.0,50850.0
12094,170979.739621,,164108.975825
12095,586037.083972,,494285.800525
12096,364996.630065,,280021.8247
12097,50782.0,1.0,50850.0
12098,50782.0,1.0,50850.0
12099,50782.0,1.0,50850.0
12100,50782.0,1.0,50850.0
