,seg_index,art,outdoors and recreation,retail shop,professional service,food,nightlife spot,residence,schools&university,cycling facilities,transportation,total
8945,9499,0,0,0,0,0,0,0,0,12,1,13
8946,9500,0,1,0,0,0,0,0,0,8,0,9
8947,9501,0,1,0,0,1,0,0,0,5,0,7
8948,9502,0,1,0,1,2,3,0,0,2,0,9
8949,9503,0,1,0,0,1,0,0,0,2,0,4
8950,9504,0,0,0,0,0,0,0,0,2,0,2
8951,9505,0,0,0,0,0,0,0,0,2,0,2
8952,9508,0,2,0,0,0,0,0,0,3,0,5
8953,9509,0,0,0,0,0,0,0,0,3,1,4
8954,9510,0,0,1,0,0,0,0,0,1,2,4
8955,9511,0,0,0,1,0,0,0,0,1,0,2
8956,9512,0,1,0,0,0,0,0,0,0,4,5
8957,9513,0,1,0,0,0,0,0,0,0,1,2
8958,9514,0,1,2,0,0,0,1,0,1,3,8
8959,9515,0,0,0,0,0,0,0,0,0,1,1
8960,9516,0,0,0,0,0,0,0,0,2,0,2
8961,9517,0,0,0,0,0,0,0,0,1,0,1
8962,9521,0,2,0,0,0,0,0,0,0,0,2
8963,9522,0,6,0,0,0,0,0,0,0,0,6
8964,9523,0,5,0,0,1,0,0,0,4,0,10
8965,9524,0,2,2,0,4,0,0,0,2,4,14
8966,9525,0,0,1,0,0,0,0,0,0,4,5
8967,9526,0,1,0,0,0,0,0,0,0,1,2
8968,9527,0,0,0,0,0,0,0,0,0,2,2
8969,9528,0,0,0,0,0,0,0,0,0,2,2
8970,9529,0,0,0,0,0,0,0,0,1,2,3
8971,9530,0,1,0,0,0,0,0,0,1,2,4
8972,9531,0,1,0,0,0,0,0,0,0,1,2
8973,9532,0,0,1,0,0,0,0,0,1,2,4
8974,9533,0,0,0,0,0,0,0,0,0,4,4
8975,9534,0,0,0,0,0,0,0,0,0,1,1
8976,9535,0,0,0,0,0,1,0,0,0,1,2
8977,9536,0,2,1,0,0,0,0,0,1,0,4
8978,9537,0,5,0,0,0,0,1,0,2,1,9
8979,9538,0,0,0,1,0,0,0,0,0,2,3
8980,9539,0,0,1,0,0,0,0,0,1,2,4
8981,9540,0,2,2,0,0,1,0,0,0,3,8
8982,9541,0,0,1,0,0,0,0,0,0,1,2
8983,9542,0,0,1,0,1,1,0,0,0,0,3
8984,9543,0,2,1,0,1,1,0,0,1,1,7
8985,9544,0,0,0,0,0,0,0,0,0,1,1
8986,9545,0,0,0,0,0,0,0,1,0,0,1
8987,9546,0,1,0,0,0,0,0,1,0,0,2
8988,9547,0,2,1,0,1,1,0,2,1,1,9
8989,9548,0,0,0,0,0,0,1,0,0,2,3
8990,9549,0,0,0,0,0,0,2,0,0,4,6
8991,9550,0,0,0,0,0,0,2,0,0,7,9
8992,9551,0,4,0,0,0,0,0,0,5,10,19
8993,9552,0,0,0,0,0,0,0,0,3,2,5
8994,9553,0,0,0,0,0,0,0,0,3,3,6
8995,9554,0,0,0,0,0,0,0,0,4,1,5
8996,9555,0,1,0,0,0,0,0,0,5,1,7
8997,9556,0,4,0,0,0,0,0,0,3,4,11
8998,9557,0,3,0,0,0,0,0,0,2,0,5
8999,9558,0,0,0,1,0,0,0,1,1,3,6
9000,9559,0,0,0,0,0,0,0,0,1,1,2
9001,9560,0,0,0,0,0,0,1,0,0,0,1
9002,9562,0,1,0,0,0,0,0,0,0,0,1
9003,9564,0,0,0,0,0,0,0,0,1,0,1
9004,9565,0,0,0,0,0,0,0,0,1,0,1
9005,9567,0,1,0,0,0,0,0,0,0,0,1
9006,9568,0,2,0,0,0,0,0,0,0,0,2
9007,9569,0,3,0,0,0,0,0,0,0,0,3
9008,9570,0,3,0,0,0,0,0,0,2,0,5
9009,9571,0,2,0,0,0,0,0,0,5,0,7
9010,9572,0,2,0,0,0,0,0,0,11,0,13
9011,9573,0,2,0,0,0,0,0,0,6,0,8
9012,9574,0,2,0,0,0,0,0,0,0,1,3
9013,9575,0,0,0,0,0,0,0,0,0,1,1
9014,9576,0,1,0,0,0,0,0,1,5,0,7
9015,9577,0,1,0,0,0,0,0,1,3,0,5
9016,9578,0,1,0,0,0,0,0,0,3,0,4
9017,9579,0,0,0,0,0,0,0,0,3,0,3
9018,9580,0,0,6,3,2,0,0,0,2,9,22
9019,9581,0,2,0,0,0,0,0,0,0,0,2
9020,9582,0,2,0,0,0,0,0,0,0,0,2
9021,9583,0,1,0,0,0,0,0,0,0,0,1
9022,9584,0,1,0,2,0,0,0,0,0,0,3
9023,9585,0,3,0,0,0,0,1,0,1,0,5
9024,9586,0,3,0,0,0,0,1,0,1,1,6
9025,9587,0,5,0,0,0,0,1,0,0,0,6
9026,9588,0,2,0,0,0,0,0,0,1,0,3
9027,9589,0,1,0,0,0,0,0,0,0,0,1
9028,9590,0,1,0,0,0,0,0,0,0,2,3
9029,9591,0,0,0,0,0,0,0,0,0,3,3
9030,9592,0,2,0,0,0,0,1,0,0,0,3
9031,9593,0,1,0,0,0,0,1,0,0,0,2
9032,9594,0,0,0,0,0,0,1,0,0,0,1
9033,9595,0,6,0,0,0,0,1,0,0,0,7
9034,9596,0,7,0,0,0,0,0,0,6,0,13
9035,9597,0,3,3,1,4,0,0,0,2,5,18
9036,9598,0,1,2,1,0,2,0,0,2,4,12
9037,9599,0,1,0,1,0,0,0,0,2,1,5
9038,9600,0,0,1,2,0,0,0,0,5,3,11
9039,9601,0,1,1,0,0,0,0,0,12,3,17
9040,9602,0,1,0,0,1,0,2,0,9,1,14
9041,9603,0,2,1,0,0,0,0,0,0,4,7
9042,9604,1,0,1,0,0,0,0,0,2,0,4
9043,9605,1,0,0,0,1,0,0,1,3,1,7
9044,9606,0,1,3,0,0,0,0,1,4,1,10
9045,9607,0,1,0,0,0,0,0,0,1,0,2
9046,9608,0,0,0,0,0,0,0,0,0,1,1
9047,9609,0,0,0,0,0,0,0,0,0,2,2
9048,9610,0,0,0,0,0,0,0,0,0,1,1
9049,9611,0,0,0,0,0,0,0,0,0,1,1
9050,9612,0,0,0,0,0,0,0,1,0,2,3
9051,9613,0,0,0,0,0,0,0,1,0,1,2
9052,9614,0,0,0,0,0,0,0,1,0,2,3
9053,9615,0,0,0,0,0,0,0,0,0,1,1
9054,9616,0,0,0,0,0,0,0,0,0,1,1
9055,9617,0,1,0,0,0,0,0,0,0,2,3
9056,9618,0,0,0,0,0,0,0,0,0,1,1
9057,9619,0,1,0,0,0,0,0,0,0,0,1
9058,9620,0,0,0,0,0,0,0,0,0,1,1
9059,9621,0,0,0,0,0,0,0,0,0,1,1
9060,9622,0,0,0,1,0,0,0,0,0,0,1
9061,9628,0,0,0,0,0,0,0,1,0,0,1
9062,9629,0,0,0,0,0,0,0,1,0,0,1
9063,9630,0,0,0,0,0,0,0,1,0,1,2
9064,9631,0,0,0,0,0,0,0,1,0,2,3
9065,9632,0,1,0,0,0,0,0,0,0,3,4
9066,9633,0,0,0,0,0,0,0,0,0,1,1
9067,9634,0,0,0,0,0,0,0,0,0,2,2
9068,9635,0,0,0,0,0,0,0,0,3,0,3
9069,9636,0,0,0,0,0,0,0,0,3,0,3
9070,9637,0,0,0,0,0,0,0,0,3,0,3
9071,9638,0,1,0,0,0,1,0,0,3,0,5
9072,9639,0,3,3,1,1,3,0,0,2,1,14
9073,9640,0,0,0,0,0,0,0,0,0,2,2
9074,9641,0,0,0,0,0,0,0,0,0,2,2
9075,9643,0,0,0,1,0,0,0,0,0,0,1
9076,9644,0,0,0,1,0,0,0,2,2,0,5
9077,9645,0,0,0,0,0,0,0,1,2,0,3
9078,9646,0,0,0,0,0,0,0,0,1,0,1
9079,9647,0,0,0,0,0,0,0,1,3,1,5
9080,9648,0,3,0,0,0,0,0,0,0,1,4
9081,9650,0,0,0,0,0,0,0,0,0,0,0
9082,9651,0,0,0,1,0,0,0,0,2,1,4
9083,9652,0,1,0,0,0,0,0,0,0,0,1
9084,9654,1,0,1,0,0,0,0,0,0,3,5
9085,9655,0,1,0,0,0,0,0,0,0,3,4
9086,9656,0,2,0,0,0,0,0,0,0,2,4
9087,9657,0,2,0,0,0,0,0,1,5,1,9
9088,9658,0,2,1,0,1,0,0,1,4,3,12
9089,9659,0,0,0,0,0,0,0,1,2,1,4
9090,9660,0,1,0,0,0,0,0,1,6,0,8
9091,9661,0,1,1,0,1,0,0,1,5,0,9
9092,9662,0,3,0,0,1,0,0,0,2,2,8
9093,9663,0,1,2,0,0,0,1,0,3,2,9
9094,9664,0,1,1,0,0,0,0,0,1,1,4
9095,9665,0,1,0,0,0,0,0,0,0,1,2
9096,9666,0,2,0,0,0,0,0,0,1,1,4
9097,9667,0,1,0,0,0,0,0,0,2,1,4
9098,9668,0,0,0,0,0,0,0,0,1,1,2
9099,9669,1,0,0,0,1,0,1,0,2,1,6
9100,9670,0,0,0,0,1,0,0,0,1,1,3
9101,9671,0,0,2,0,0,0,0,0,2,3,7
9102,9672,0,0,0,0,0,0,0,0,0,2,2
9103,9673,0,1,0,0,0,0,0,0,1,1,3
9104,9674,0,8,0,0,0,0,0,0,1,2,11
9105,9675,0,4,0,0,0,0,0,0,0,0,4
9106,9676,0,4,0,0,0,0,0,0,0,0,4
9107,9677,0,7,0,0,0,0,0,0,4,3,14
9108,9678,0,0,1,0,0,0,0,0,3,4,8
9109,9679,1,0,0,0,0,1,0,0,4,0,6
9110,9680,0,2,0,0,2,0,0,0,8,1,13
9111,9681,0,1,2,0,0,0,0,0,6,0,9
9112,9682,0,0,0,0,0,0,0,0,3,1,4
9113,9683,0,2,0,0,0,0,0,0,1,1,4
9114,9684,0,3,0,0,0,0,0,0,1,0,4
9115,9685,0,2,0,0,0,0,0,0,2,2,6
9116,9686,0,0,0,0,0,1,1,0,2,0,4
9117,9687,0,1,0,0,1,0,0,0,2,0,4
9118,9688,0,2,0,0,0,1,0,0,2,0,5
9119,9689,0,3,0,1,0,0,0,0,1,0,5
9120,9690,0,2,0,3,0,0,0,0,3,0,8
9121,9691,0,1,0,1,0,0,0,0,2,0,4
9122,9692,0,1,0,1,0,0,0,1,2,0,5
9123,9693,0,6,0,1,0,0,0,2,2,0,11
9124,9694,0,3,0,0,0,0,0,1,1,1,6
9125,9695,0,0,1,0,1,0,0,0,0,0,2
9126,9696,0,1,0,0,0,0,0,0,0,1,2
9127,9697,0,1,0,0,0,0,0,0,0,0,1
9128,9698,0,0,1,0,0,0,0,0,0,0,1
9129,9699,0,0,0,0,0,0,1,0,0,0,1
9130,9700,0,1,0,0,0,0,1,0,4,1,7
9131,9701,0,0,0,0,0,0,1,0,4,1,6
9132,9702,0,0,0,1,0,0,0,0,4,0,5
9133,9704,0,0,0,0,0,0,0,0,2,0,2
9134,9705,0,0,0,0,0,1,1,0,3,1,6
9135,9706,0,1,0,0,0,0,1,0,2,1,5
9136,9707,0,1,0,0,0,0,0,0,1,1,3
9137,9708,0,0,0,0,0,0,0,0,0,1,1
9138,9709,0,1,0,0,0,0,0,0,0,0,1
9139,9710,0,1,1,0,1,1,0,1,2,1,8
9140,9711,0,1,0,3,0,0,0,0,11,5,20
9141,9712,0,1,0,0,0,0,0,0,11,6,18
9142,9713,0,2,0,0,0,0,0,0,5,1,8
9143,9714,0,4,0,0,0,0,0,0,5,0,9
9144,9715,0,3,0,0,0,0,0,0,6,0,9
9145,9716,0,1,0,0,0,0,0,0,4,1,6
9146,9717,0,3,1,0,0,0,0,0,1,0,5
9147,9718,0,2,0,0,0,0,0,0,0,0,2
9148,9719,0,1,0,0,0,0,0,0,0,0,1
9149,9721,0,5,0,0,0,0,0,1,0,1,7
9150,9723,0,5,0,0,2,0,0,0,3,1,11
9151,9724,0,0,0,0,0,0,0,0,0,1,1
9152,9725,0,0,0,0,0,0,0,0,0,1,1
9153,9727,0,0,0,0,0,0,0,0,3,0,3
9154,9728,0,0,0,0,0,0,0,0,3,0,3
9155,9729,0,0,0,0,0,0,0,0,3,0,3
9156,9730,0,0,0,0,0,0,0,0,3,0,3
9157,9731,0,1,0,0,0,0,0,0,4,0,5
9158,9732,0,1,0,0,0,0,0,0,3,0,4
9159,9733,0,2,0,0,0,0,0,0,3,0,5
9160,9734,0,2,0,0,0,0,0,0,2,0,4
9161,9735,0,1,0,0,1,0,0,1,2,0,5
9162,9736,0,2,0,1,0,0,0,1,2,0,6
9163,9737,0,2,0,0,0,0,1,1,3,0,7
9164,9738,0,1,1,0,0,0,1,0,2,0,5
9165,9739,0,0,2,0,0,0,2,0,4,0,8
9166,9740,0,3,0,0,0,0,0,0,0,0,3
9167,9741,0,3,0,0,0,0,0,0,0,1,4
9168,9742,0,1,0,0,0,0,0,0,0,1,2
9169,9743,0,1,0,0,0,0,0,0,1,1,3
9170,9744,0,0,0,0,0,0,0,0,0,1,1
9171,9745,0,1,0,0,0,0,0,0,0,0,1
9172,9746,0,1,0,2,1,0,0,0,30,3,37
9173,9747,0,0,1,0,0,0,0,0,1,2,4
9174,9748,0,0,0,0,0,0,0,0,1,0,1
9175,9749,1,4,5,4,5,1,2,0,15,4,41
9176,9750,1,11,6,8,8,1,2,0,17,30,84
9177,9751,0,3,2,0,1,0,0,0,4,9,19
9178,9752,0,0,1,0,0,0,0,0,2,2,5
9179,9753,0,0,0,1,0,1,0,0,5,1,8
9180,9754,0,1,0,1,0,1,0,0,5,1,9
9181,9755,0,2,0,0,0,0,0,0,4,0,6
9182,9756,0,2,0,1,0,0,0,1,4,0,8
9183,9757,0,0,0,2,0,1,0,0,1,1,5
9184,9758,0,0,0,1,0,0,0,0,2,0,3
9185,9759,0,0,0,0,0,0,0,0,3,0,3
9186,9760,0,2,0,1,0,2,0,0,12,0,17
9187,9761,0,1,0,0,0,1,0,0,13,0,15
9188,9762,0,1,0,0,0,1,0,0,14,0,16
9189,9763,0,0,0,0,0,0,0,0,13,0,13
9190,9764,1,0,0,0,1,0,0,0,12,0,14
9191,9765,0,0,2,1,1,0,0,0,11,1,16
9192,9766,0,3,2,1,1,0,1,0,13,1,22
9193,9767,0,1,0,0,1,0,0,0,7,0,9
9194,9768,0,2,0,0,0,0,0,0,6,0,8
9195,9769,0,2,0,1,1,1,2,0,6,0,13
9196,9770,0,1,0,1,0,0,0,0,1,0,3
9197,9771,0,1,0,0,1,0,2,0,0,0,4
9198,9772,0,2,0,0,0,0,1,1,1,1,6
9199,9773,0,2,0,0,0,0,0,1,1,1,5
9200,9774,0,1,0,0,0,0,0,0,1,0,2
9201,9775,0,0,0,0,0,0,1,0,0,0,1
9202,9776,0,1,0,0,0,0,0,0,1,1,3
9203,9777,0,1,0,0,0,0,0,0,1,0,2
9204,9778,0,1,1,0,0,0,0,0,0,0,2
9205,9780,0,0,0,0,0,0,0,0,0,1,1
9206,9781,0,3,0,2,0,0,0,2,2,1,10
9207,9782,0,0,0,0,0,0,0,2,0,0,2
9208,9783,0,2,0,0,0,0,1,2,3,0,8
9209,9784,0,1,0,0,0,0,0,0,2,0,3
9210,9785,0,1,0,1,0,0,1,0,0,0,3
9211,9786,0,1,0,1,0,0,1,1,0,0,4
9212,9787,0,3,0,0,0,0,1,2,0,1,7
9213,9788,0,3,0,0,0,0,0,1,2,1,7
9214,9789,0,2,0,0,0,0,0,1,2,1,6
9215,9790,0,2,0,0,0,0,0,0,1,0,3
9216,9791,0,2,0,0,0,0,0,0,1,0,3
9217,9792,0,2,0,0,0,0,0,0,0,0,2
9218,9793,0,2,0,0,0,0,0,0,0,0,2
9219,9795,0,1,0,0,0,0,0,0,0,1,2
9220,9796,0,5,0,4,0,0,0,0,3,4,16
9221,9797,0,9,4,1,0,1,0,0,7,5,27
9222,9798,0,1,0,0,0,0,0,0,0,2,3
9223,9802,0,0,0,0,0,0,0,0,0,1,1
9224,9803,0,0,0,0,0,0,0,1,0,2,3
9225,9804,0,2,0,5,0,0,1,0,5,1,14
9226,9805,0,0,1,2,1,0,1,0,8,1,14
9227,9806,0,1,0,0,0,0,0,0,12,1,14
9228,9807,0,0,0,0,0,0,0,0,2,0,2
9229,9808,0,0,0,0,0,0,0,0,1,0,1
9230,9809,0,2,0,0,0,0,0,0,1,0,3
9231,9810,0,2,0,0,0,0,0,0,1,0,3
9232,9811,0,3,0,0,0,0,0,0,1,0,4
9233,9812,0,4,0,0,0,0,0,0,2,0,6
9234,9815,0,1,0,0,0,0,0,0,0,0,1
9235,9816,0,1,0,0,0,0,1,0,0,0,2
9236,9817,0,1,0,0,0,0,0,0,0,0,1
9237,9820,0,0,0,0,0,0,0,0,3,0,3
9238,9821,0,0,0,0,0,0,0,0,4,0,4
9239,9822,2,8,0,6,0,0,0,0,15,5,36
9240,9823,2,4,0,4,0,0,1,0,20,0,31
9241,9824,0,0,0,0,1,0,0,0,1,0,2
9242,9825,0,0,0,0,0,0,0,0,1,0,1
9243,9828,0,0,0,1,0,0,0,0,0,0,1
9244,9829,0,1,2,2,0,1,0,1,0,0,7
9245,9830,0,1,1,0,0,0,0,0,2,0,4
9246,9832,0,1,0,0,0,0,1,0,0,0,2
9247,9833,0,0,1,1,2,0,0,1,3,3,11
9248,9834,0,2,0,0,0,0,0,0,0,0,2
9249,9838,0,1,0,0,0,0,0,0,0,0,1
9250,9839,0,4,0,0,0,0,0,0,0,0,4
9251,9840,0,3,0,0,0,0,0,0,2,1,6
9252,9841,0,2,0,0,0,0,0,1,2,0,5
9253,9842,0,1,0,0,0,0,0,1,3,1,6
9254,9843,0,0,0,0,0,0,0,0,3,0,3
9255,9844,0,0,0,0,0,0,0,0,3,2,5
9256,9845,0,0,0,1,0,0,0,0,0,0,1
9257,9846,0,2,0,0,0,0,1,1,1,1,6
9258,9847,0,3,0,2,0,0,0,1,1,1,8
9259,9848,0,4,0,0,0,0,0,1,1,0,6
9260,9849,0,1,0,0,0,0,0,0,1,0,2
9261,9850,0,0,0,0,0,0,0,0,0,1,1
9262,9851,0,1,1,0,0,0,0,0,0,1,3
9263,9852,0,4,3,0,0,0,0,1,2,8,18
9264,9853,0,3,2,0,2,0,0,0,2,1,10
9265,9854,0,1,1,0,0,0,0,0,11,1,14
9266,9855,0,2,1,0,0,0,1,1,11,3,19
9267,9856,0,3,0,0,0,0,0,1,10,2,16
9268,9857,0,2,0,0,0,0,0,0,10,1,13
9269,9858,0,0,0,0,0,0,0,0,10,0,10
9270,9859,0,0,0,0,0,0,0,0,11,0,11
9271,9860,0,0,0,0,0,0,0,0,6,0,6
9272,9862,0,1,0,0,0,0,0,0,1,1,3
9273,9863,0,0,1,1,0,0,0,0,0,5,7
9274,9867,0,2,0,0,0,0,1,1,0,0,4
9275,9868,0,2,0,0,0,0,0,1,1,0,4
9276,9870,0,3,0,1,0,1,0,0,12,0,17
9277,9871,0,4,1,0,0,1,0,0,14,1,21
9278,9872,0,1,0,0,0,0,0,0,14,0,15
9279,9873,0,1,0,2,1,0,0,0,16,1,21
9280,9874,0,3,0,2,2,0,0,0,14,1,22
9281,9875,0,2,0,1,1,0,0,0,9,0,13
9282,9876,0,2,0,0,0,0,0,1,7,0,10
9283,9877,0,3,0,0,0,0,0,0,12,0,15
9284,9878,0,3,0,0,0,0,0,0,7,0,10
9285,9879,0,2,0,0,0,0,0,0,0,0,2
9286,9880,0,2,0,0,0,0,0,0,2,0,4
9287,9881,0,1,0,0,2,0,0,0,3,0,6
9288,9882,0,1,1,1,2,1,0,0,3,8,17
9289,9883,0,0,0,0,0,0,0,0,2,1,3
9290,9884,0,0,0,0,0,0,0,0,2,0,2
9291,9885,0,0,0,0,0,0,0,0,2,0,2
9292,9886,0,0,0,1,0,0,0,0,1,0,2
9293,9887,0,2,0,0,0,0,0,0,0,1,3
9294,9888,0,0,0,1,0,0,0,1,0,1,3
9295,9889,0,0,0,1,0,0,0,0,0,2,3
9296,9892,0,0,0,0,0,0,0,0,0,1,1
9297,9893,0,2,0,0,0,0,0,0,1,1,4
9298,9894,0,3,0,0,0,0,0,0,2,0,5
9299,9895,0,0,0,0,0,0,0,0,0,0,0
9300,9896,0,0,0,0,0,0,0,0,0,0,0
9301,9897,0,2,0,0,0,0,1,0,0,3,6
9302,9898,0,2,0,0,0,0,0,0,5,0,7
9303,9899,0,0,0,0,0,0,0,0,3,1,4
9304,9900,0,2,1,0,0,0,0,0,5,2,10
9305,9901,0,0,0,0,2,0,0,0,3,2,7
9306,9902,0,0,0,0,0,0,0,0,1,0,1
9307,9903,0,1,0,0,0,0,0,1,0,1,3
9308,9904,0,1,0,0,0,0,0,0,0,1,2
9309,9905,0,0,0,0,0,1,1,0,0,2,4
9310,9906,0,0,1,0,0,1,2,2,0,1,7
9311,9907,0,0,0,1,0,0,0,0,0,0,1
9312,9908,0,1,0,1,0,0,0,0,3,0,5
9313,9909,0,4,0,0,0,0,1,1,3,1,10
9314,9910,0,3,0,0,0,0,0,0,0,0,3
9315,9911,0,4,0,0,0,0,0,0,0,0,4
9316,9912,0,3,0,0,1,0,0,0,0,0,4
9317,9913,0,0,0,1,1,0,0,1,0,4,7
9318,9914,0,1,0,0,0,0,0,0,0,0,1
9319,9915,0,1,0,0,0,0,0,0,0,0,1
9320,9916,0,0,0,0,0,0,0,0,0,1,1
9321,9917,0,1,0,0,0,0,1,0,0,3,5
9322,9918,0,3,0,0,0,0,0,2,2,1,8
9323,9919,0,1,0,0,0,0,0,1,1,2,5
9324,9920,0,0,0,0,1,0,0,0,3,3,7
9325,9921,0,0,0,1,0,0,0,0,4,0,5
9326,9922,0,0,1,0,0,0,0,0,3,0,4
9327,9923,0,1,0,0,0,0,0,0,1,0,2
9328,9924,0,2,0,0,0,0,0,0,1,0,3
9329,9925,0,0,0,0,0,0,0,0,1,0,1
9330,9926,0,1,0,0,0,0,0,0,2,0,3
9331,9927,0,1,0,0,0,0,0,0,4,2,7
9332,9928,0,0,0,0,0,0,0,0,2,1,3
9333,9929,0,0,1,1,0,0,0,0,0,2,4
9334,9931,0,1,0,0,0,0,0,0,0,0,1
9335,9932,0,1,0,0,0,0,0,0,0,0,1
9336,9933,0,0,2,0,0,0,0,0,1,1,4
9337,9934,0,2,0,0,0,0,0,0,0,0,2
9338,9935,0,4,0,0,0,0,0,0,2,0,6
9339,9936,0,14,0,0,0,0,0,0,14,0,28
9340,9939,0,1,0,0,0,0,0,0,0,0,1
9341,9940,0,2,0,0,0,0,0,0,0,0,2
9342,9944,0,0,0,0,1,0,0,0,0,0,1
9343,9946,0,2,0,0,0,0,0,0,0,0,2
9344,9947,0,2,0,0,0,0,0,1,0,0,3
9345,9948,0,0,0,0,0,0,0,1,0,1,2
9346,9949,0,0,0,0,0,0,0,0,1,1,2
9347,9950,0,0,0,0,0,0,0,0,1,1,2
9348,9951,0,1,0,0,0,0,0,0,0,0,1
9349,9952,0,0,0,0,0,0,1,0,0,0,1
9350,9953,0,0,0,0,0,0,1,0,0,0,1
9351,9954,0,0,0,0,0,0,1,0,0,1,2
9352,9955,0,1,0,0,0,0,1,0,0,1,3
9353,9956,0,0,0,0,0,0,0,0,0,1,1
9354,9957,0,0,1,0,0,0,0,0,0,2,3
9355,9958,0,0,0,0,0,0,0,0,2,0,2
9356,9961,0,0,0,0,0,0,0,0,0,2,2
9357,9962,0,0,0,0,0,0,4,0,0,4,8
9358,9964,0,1,0,0,0,0,0,0,0,0,1
9359,9965,0,0,0,0,0,0,0,0,1,0,1
9360,9966,0,2,0,0,0,0,0,0,1,0,3
9361,9969,0,2,0,0,0,0,0,0,0,0,2
9362,9970,0,1,0,0,0,0,0,0,0,0,1
9363,9971,0,0,0,0,0,0,0,0,0,1,1
9364,9972,0,4,0,0,0,0,0,0,0,0,4
9365,9973,0,4,0,0,0,0,0,0,0,0,4
9366,9974,0,2,0,0,0,0,0,0,0,0,2
9367,9975,0,0,0,0,0,0,0,0,2,0,2
9368,9976,0,0,0,0,0,0,0,0,2,0,2
9369,9977,0,1,3,0,3,0,0,0,0,3,10
9370,9978,0,0,3,1,6,0,0,0,1,0,11
9371,9979,0,1,2,0,2,0,0,0,1,1,7
9372,9980,0,1,1,2,1,0,0,1,1,2,9
9373,9981,0,0,2,2,1,0,0,2,1,2,10
9374,9982,0,1,0,0,1,0,0,3,0,2,7
9375,9983,0,1,1,0,2,0,0,1,0,0,5
9376,9984,0,1,2,1,0,0,0,0,1,2,7
9377,9985,0,0,2,1,0,0,0,0,2,2,7
9378,9986,0,0,0,0,0,0,0,0,1,2,3
9379,9987,0,1,0,1,0,0,0,1,0,0,3
9380,9988,0,1,0,1,0,0,0,0,1,0,3
9381,9989,0,1,0,0,0,0,0,0,1,0,2
9382,9990,0,1,0,0,0,0,0,0,0,0,1
9383,9991,0,0,1,0,0,0,0,0,0,1,2
9384,9992,0,1,0,0,0,0,0,1,0,3,5
9385,9993,0,2,0,0,0,0,0,0,0,0,2
9386,9994,0,0,0,0,0,0,0,0,0,2,2
9387,9997,0,0,0,0,0,0,0,0,4,2,6
9388,9998,0,0,1,0,1,0,0,0,14,4,20
9389,9999,0,0,0,0,0,0,0,0,7,2,9
9390,10000,0,1,0,0,0,0,0,0,14,1,16
9391,10001,0,0,0,2,0,0,0,0,0,3,5
9392,10002,0,0,0,5,0,0,0,0,0,5,10
9393,10003,0,0,0,3,0,0,0,0,9,3,15
9394,10004,0,2,0,0,0,0,0,0,1,2,5
9395,10005,0,1,0,0,0,0,0,0,1,1,3
9396,10006,0,1,0,0,0,0,0,0,0,0,1
9397,10007,0,1,0,0,0,0,0,0,0,0,1
9398,10008,0,0,0,0,0,0,0,1,0,2,3
9399,10010,0,0,0,0,0,0,0,0,0,1,1
9400,10012,0,0,0,0,0,0,0,0,0,2,2
9401,10013,0,3,0,0,0,0,1,0,0,0,4
9402,10014,0,3,0,0,0,0,1,0,0,0,4
9403,10015,0,0,0,0,0,0,0,2,0,0,2
9404,10016,0,0,0,0,0,0,0,3,0,0,3
9405,10017,0,0,0,0,0,0,0,1,1,1,3
9406,10018,0,0,0,0,0,0,0,0,0,2,2
9407,10020,0,0,1,0,0,0,0,0,0,0,1
9408,10021,0,1,0,0,0,0,0,0,0,1,2
9409,10022,0,1,0,1,0,0,0,0,2,0,4
9410,10027,0,0,0,0,0,0,0,0,0,1,1
9411,10030,0,0,0,1,0,0,0,1,1,1,4
9412,10031,0,0,0,0,0,0,0,2,1,1,4
9413,10032,0,1,0,0,0,0,0,0,0,1,2
9414,10033,0,1,0,0,0,0,0,0,0,2,3
9415,10034,0,0,0,0,0,0,0,0,0,2,2
9416,10035,0,1,0,0,0,0,0,0,0,0,1
9417,10036,0,1,0,0,0,0,0,0,0,1,2
9418,10037,0,3,1,0,0,0,0,0,1,3,8
9419,10038,0,3,0,0,0,0,0,0,4,1,8
9420,10039,0,2,0,0,0,0,1,0,2,1,6
9421,10040,0,3,0,0,0,0,0,0,2,0,5
9422,10041,0,2,0,0,0,0,0,0,1,0,3
9423,10042,0,6,0,1,0,0,0,0,4,1,12
9424,10043,0,4,0,1,0,0,1,0,4,0,10
9425,10044,0,1,0,0,0,0,1,0,0,0,2
9426,10045,0,1,0,0,0,0,0,0,0,0,1
9427,10046,0,1,0,1,0,0,0,0,1,2,5
9428,10048,0,1,0,0,0,0,0,0,0,0,1
9429,10049,0,1,0,0,0,0,0,0,0,0,1
9430,10050,0,1,0,0,0,0,0,0,0,0,1
9431,10051,0,3,0,0,0,0,0,0,2,0,5
9432,10052,0,3,0,0,0,0,0,0,1,0,4
9433,10053,0,4,0,0,0,0,0,0,2,0,6
9434,10055,0,2,0,0,0,0,0,0,0,0,2
9435,10056,0,2,0,0,0,0,0,0,0,0,2
9436,10059,0,2,0,0,0,0,0,0,1,0,3
9437,10060,0,1,0,0,0,0,0,0,0,2,3
9438,10061,0,0,0,0,0,0,0,0,0,1,1
9439,10062,0,1,0,0,0,0,0,0,0,0,1
9440,10063,0,1,0,0,0,0,0,0,0,1,2
9441,10064,0,2,0,0,0,0,0,0,0,0,2
9442,10065,0,3,0,0,0,0,0,0,0,0,3
